Movie_ID,Title,Genre,Release_Date,Budget,Box_Office,IMDB_Rating,RottenTomatoes,Duration_Minutes,Language,Country,Director
1445,Love in Warrior,Comedy,2018-07-15,$206270867,993082939,6.6,89%,145.0,Spanish,UK,John Carter
1446,Shadow of Kingdom,HORROR,2018-11-22,134.7M,488.8M,NaN,42%,,Spanish,USA,James Holloway
1447,Rise of Destiny,Drama,January 25 2020,98.0M,289065438,7.8,78%,135.0,French,France,John Carter
1448,Return of Empire,Thriller,June 29 2018,18.6M,$33118298,7.2,88%,162.0,english,USA,Raj Mehra
1449,Love in Revenge,ACTION,2023-03-15,"$11,478,325",40.9M,not rated,,,English,Australia,Alan Smith
1450,Shadow of Revenge,Drama,October 06 2016,$148392368,435113436,NaN,85%,111.0,Hindi,Australia,Alan Smith
1451,Return of Secrets,SciFi,May 13 2018,$40474054,$56679619,NaN,71%,,English,Canada,Sophie Laurent
1452,Rise of Secrets,Thriller,2021-11-24,16.0M,"$78,554,760",4.9,83%,,English,USA,James Holloway
1453,Dark Kingdom,Action,05/11/2018,149180404,"$259,655,464",5.4,,,French,Australia,Emily Stone
1454,Dark Galaxy,HORROR,2020-04-10,47663042,55304869,NaN,,,English,Canada,Emily Stone
1455,Shadow of Galaxy,action,2019-12-23,244.4M,868750527,not rated,,178.0,Spanish,UK,Alan Smith
1456,Love in Revenge,ACTION,27/07/2019,"$240,256,625",977.1M,not rated,64%,131.0,English,India,Emily Stone
1457,Legend of Night,Action,June 15 2016,108177813,89952662,NaN,,,English,France,Sophie Laurent
1458,Return of Revenge,Action,2019-02-28,"$16,148,113",$36866461,NaN,57%,164.0,English,India,Raj Mehra
1459,Shadow of Empire,Thriller,2017-08-29,"$16,757,939",53.0M,not rated,,105.0,French,UK,Raj Mehra
1460,Dark Galaxy,action,11/06/2021,130491133,$474010623,not rated,,90.0,French,UK,Alan Smith
1461,Last Night,Romance,15/08/2021,$84262482,293.0M,not rated,,,Hindi,India,Raj Mehra
1462,The Kingdom,action,2023/01/21,29.3M,31.1M,NaN,,,French,India,Sophie Laurent
1463,Dark Warrior,action,2020/07/13,$165287633,673.4M,NaN,40%,137.0,French,India,James Holloway
1464,Battle of Empire,comedy,13/01/2020,150427799,361591929,4.6,62%,,English,USA,James Holloway
1465,Rise of Journey,Comedy,2022-08-14,58431480,208251468,NaN,67%,,Spanish,USA,James Holloway
1466,Last Destiny,Comedy,October 01 2017,39.6M,51759821,7.3,,,english,USA,Emily Stone
1467,Battle of Secrets,Action,2018/07/31,$222875769,$432252592,not rated,,,French,Canada,Sophie Laurent
1468,Rise of Kingdom,Comedy,March 08 2017,120342740,238.9M,not rated,,155.0,Hindi,Australia,Alan Smith
1469,Return of Journey,SciFi,2023-03-14,18.2M,"$72,328,873",not rated,46%,105.0,Spanish,UK,Alan Smith
1470,Return of Warrior,Thriller,2022/12/03,"$136,229,749","$216,405,012",NaN,,90.0,Spanish,India,James Holloway
1471,Love in Journey,Sci-Fi,03/12/2021,69.4M,"$273,185,505",6.7,79%,,english,USA,Sophie Laurent
1472,The Secrets,action,2017-10-26,$68967759,247390616,7.6,88%,,Hindi,India,Sophie Laurent
1473,Rise of Secrets,HORROR,21/11/2020,$84704509,230895859,NaN,95%,,Hindi,India,Alan Smith
1474,Battle of Dreams,Sci-Fi,2021-05-17,"$20,456,231","$94,441,802",5.1,,121.0,english,Australia,Sophie Laurent
1475,Love in Warrior,ACTION,2020/07/11,54474011,216836833,5.6,66%,,Hindi,Australia,Alan Smith
1476,Battle of Empire,Comedy,April 06 2021,$12590588,"$58,732,687",6.4,,,english,Australia,James Holloway
1477,The Journey,Thriller,2018-05-03,"$27,767,177",104839629,not rated,,,Spanish,India,Alan Smith
1478,Dark Secrets,Action,27/10/2019,$126720207,$303002711,NaN,,,Hindi,France,Emily Stone
1479,Battle of Night,Drama,2021/09/03,"$24,051,877",$42626185,7.1,,,Spanish,USA,James Holloway
1480,Legend of Revenge,Action,August 10 2021,165.7M,$764404552,not rated,84%,,French,UK,Sophie Laurent
1481,Return of Secrets,comedy,2019-04-10,"$39,241,354",$42892617,not rated,77%,169.0,Hindi,Canada,James Holloway
1482,Return of Night,Action,2015-01-17,"$155,964,041",732646590,not rated,98%,102.0,Spanish,Canada,Emily Stone
1483,Last Warrior,Romance,October 23 2016,86654249,409502913,not rated,71%,150.0,english,India,Alan Smith
1484,Battle of Empire,Drama,May 16 2022,$146159359,495965491,NaN,84%,178.0,Hindi,Canada,Emily Stone
1485,Battle of Secrets,HORROR,January 06 2021,104342025,$240368886,NaN,,,Spanish,UK,Raj Mehra
1486,Return of Kingdom,Comedy,2015/01/16,"$213,049,386","$870,415,168",6.5,43%,158.0,French,USA,Alan Smith
1487,Rise of Revenge,Drama,December 30 2018,112582511,123372206,NaN,,,Hindi,France,James Holloway
1488,Shadow of Night,SciFi,November 01 2019,$31810286,$157791463,not rated,,,Spanish,India,James Holloway
1489,Rise of Revenge,Sci-Fi,December 16 2018,188.4M,$142955181,NaN,,118.0,Spanish,Canada,Raj Mehra
1490,The Warrior,Comedy,2017/04/05,131784597,$619162274,7.1,,145.0,English,France,John Carter
1491,The Secrets,comedy,01/01/2018,"$70,807,060",165471968,4.8,,178.0,Spanish,Canada,Emily Stone
1492,Last Destiny,Comedy,2018-01-07,148525488,$223534536,NaN,,,english,UK,James Holloway
1493,Rise of Galaxy,Drama,May 14 2019,$46032123,138.0M,6.1,69%,,French,UK,Raj Mehra
1494,Battle of Galaxy,HORROR,2017-10-25,8.8M,$27096082,NaN,40%,,Hindi,India,Emily Stone
1495,The Galaxy,action,20/12/2018,239.1M,989.5M,7.6,69%,124.0,English,India,John Carter
1496,Battle of Journey,comedy,2020/12/21,156269116,601.4M,7.5,,,Hindi,Australia,Raj Mehra
1497,The Kingdom,Horror,13/02/2023,198.7M,241505200,NaN,,105.0,english,India,Alan Smith
1498,Dark Kingdom,Sci-Fi,January 13 2023,"$13,355,850",50962304,NaN,58%,,english,Australia,John Carter
1499,Return of Destiny,Drama,2016-01-13,108065546,"$249,939,187",6.0,,,Spanish,UK,Alan Smith
1500,The Revenge,ACTION,22/08/2017,172197049,"$511,324,871",NaN,,164.0,english,India,Sophie Laurent
1501,The Empire,Thriller,October 21 2019,131.6M,467996079,not rated,,,Hindi,USA,Emily Stone
1502,Battle of Dreams,Drama,2017-04-09,$217349003,544082177,NaN,72%,130.0,Hindi,France,Raj Mehra
1503,Last Dreams,Horror,2021/10/28,"$20,590,231",61981096,8.6,,,French,India,Raj Mehra
1504,The Journey,Sci-Fi,21/11/2015,"$11,134,861",48721703,7.9,47%,,English,Canada,Raj Mehra
1505,Legend of Kingdom,Romance,2019-05-05,"$31,781,344",$38013295,NaN,,134.0,English,USA,Alan Smith
1506,Battle of Warrior,HORROR,22/03/2021,162339789,"$177,566,980",not rated,,,Spanish,France,John Carter
1507,The Revenge,SciFi,2018/09/05,70125235,"$260,327,068",9.5,,,English,France,Alan Smith
1508,Shadow of Galaxy,action,August 15 2018,68.4M,$261831075,NaN,68%,130.0,English,Canada,Alan Smith
1509,Return of Kingdom,comedy,December 21 2022,170.9M,$549438138,not rated,74%,98.0,Hindi,USA,James Holloway
1510,The Destiny,ACTION,July 18 2017,$243307313,"$650,917,070",NaN,,,Spanish,Canada,John Carter
1511,Battle of Journey,HORROR,2020-01-03,"$204,623,257","$136,818,311",NaN,,,Spanish,UK,James Holloway
1512,Last Empire,Comedy,2019/09/30,115.6M,$565680685,4.8,,146.0,French,Canada,Emily Stone
1513,Dark Secrets,SciFi,2019/02/08,"$60,918,492","$268,572,463",7.8,,156.0,English,India,Raj Mehra
1514,Legend of Dreams,Thriller,June 04 2022,"$227,765,557","$204,824,341",NaN,,,English,Canada,James Holloway
1515,Legend of Galaxy,HORROR,2019/11/08,$173263074,662713530,NaN,,,French,India,Emily Stone
1516,Dark Kingdom,comedy,2022-04-17,37838170,77.7M,not rated,,,English,UK,John Carter
1517,Rise of Kingdom,Romance,2016/01/21,$48368958,219.5M,9.0,,,French,Australia,John Carter
1518,Legend of Galaxy,Thriller,2020/06/17,194.3M,$613745327,8.2,77%,,Hindi,Australia,Emily Stone
1519,The Warrior,Sci-Fi,February 11 2022,$69790663,339874976,8.0,47%,,French,France,John Carter
1520,Love in Revenge,Sci-Fi,2015-11-16,"$166,003,073",640.5M,8.2,57%,89.0,english,India,Emily Stone
1521,Last Secrets,HORROR,2021-02-07,$192622525,"$944,778,337",NaN,75%,,Hindi,Canada,Emily Stone
1522,Battle of Secrets,action,03/09/2018,9.3M,8.6M,8.6,,88.0,english,India,James Holloway
1523,Love in Dreams,Sci-Fi,12/06/2018,21822074,$55878594,NaN,,,english,USA,Raj Mehra
1524,Dark Revenge,HORROR,February 08 2022,161.9M,"$650,953,970",NaN,,,English,UK,Raj Mehra
1525,Legend of Dreams,Action,January 02 2017,17.1M,$10560029,8.1,,,Spanish,France,Alan Smith
1526,Legend of Galaxy,HORROR,January 04 2015,42763994,"$56,130,125",9.3,,,English,UK,Emily Stone
1527,Return of Warrior,Drama,2016-01-16,134.4M,244122711,NaN,,112.0,english,Australia,John Carter
1528,Dark Night,Comedy,2019/12/11,82715616,46555495,5.0,,149.0,English,USA,Emily Stone
1529,Return of Destiny,comedy,2017-04-24,192.0M,$559092590,NaN,,,english,Australia,John Carter
1530,Legend of Destiny,Horror,2020-02-12,$219798763,124520315,NaN,,,French,USA,Alan Smith
1531,The Warrior,Sci-Fi,26/06/2021,"$177,420,070",$526160803,NaN,51%,,English,USA,Sophie Laurent
1532,Legend of Revenge,Drama,April 04 2022,$57408715,42.7M,9.1,,179.0,English,UK,Sophie Laurent
1533,Battle of Empire,action,2018-07-14,12.3M,28.6M,not rated,49%,,French,India,Sophie Laurent
1534,Shadow of Warrior,ACTION,July 13 2016,$232849235,$892010152,9.5,95%,108.0,English,UK,Alan Smith
1535,Rise of Secrets,Action,2015-11-06,"$42,537,516",146.7M,7.2,54%,109.0,english,UK,Sophie Laurent
1536,Rise of Galaxy,ACTION,September 23 2017,143.8M,317014568,NaN,48%,123.0,Spanish,France,James Holloway
1537,Battle of Revenge,Action,December 10 2016,212370436,874691728,5.5,87%,,english,France,Alan Smith
1538,Return of Night,Romance,June 04 2021,"$175,901,418",618310072,NaN,65%,127.0,French,France,James Holloway
1539,Rise of Night,SciFi,17/05/2019,223.5M,"$446,230,209",not rated,,,English,UK,Alan Smith
1540,Return of Galaxy,Sci-Fi,July 10 2021,"$215,119,536",1068.5M,NaN,,,english,UK,Sophie Laurent
1541,Love in Warrior,Romance,June 19 2021,"$155,644,102","$484,445,534",not rated,,148.0,Hindi,USA,James Holloway
1542,Battle of Revenge,Comedy,05/01/2022,132.5M,115.0M,not rated,,,Spanish,Australia,Alan Smith
1543,The Revenge,action,30/05/2019,71.1M,249621425,7.5,79%,138.0,Hindi,India,Emily Stone
1544,Love in Kingdom,Romance,2017/03/16,$139242710,$121817999,NaN,91%,145.0,French,USA,Alan Smith
1545,The Destiny,comedy,2021/01/05,190524693,$237623877,7.3,,158.0,English,India,John Carter
1546,Return of Secrets,comedy,2019/12/16,"$81,631,604",187.1M,7.7,87%,,Hindi,France,Sophie Laurent
1547,Rise of Journey,ACTION,July 24 2021,$224028489,"$304,823,721",not rated,56%,170.0,english,Australia,Alan Smith
1548,Last Secrets,SciFi,2015/12/29,193580169,$890409619,not rated,54%,127.0,Spanish,USA,John Carter
1549,Rise of Warrior,Drama,2021-05-28,$33153311,159192138,8.4,,178.0,English,India,Sophie Laurent
1550,Last Galaxy,SciFi,2022/06/20,67176042,"$115,864,509",NaN,74%,121.0,Spanish,Canada,Emily Stone
1551,The Destiny,Sci-Fi,14/07/2020,$76216516,$68499524,not rated,45%,136.0,Hindi,Canada,Emily Stone
1552,Rise of Empire,Action,30/06/2018,$195690434,"$617,680,596",NaN,,,Spanish,USA,Emily Stone
1553,The Galaxy,comedy,2016-08-14,"$24,422,303",108.5M,not rated,,,english,USA,Sophie Laurent
1554,Love in Empire,Thriller,2020-05-12,90698418,$125949989,not rated,64%,,French,USA,Emily Stone
1555,Battle of Destiny,Comedy,2016-07-07,242.2M,$215307522,NaN,,170.0,english,Canada,Raj Mehra
1556,Last Destiny,action,2016/06/26,220.6M,760.6M,NaN,84%,162.0,French,France,Raj Mehra
1557,Last Revenge,Comedy,2021-10-14,"$103,919,108",$281503118,not rated,,163.0,French,USA,Raj Mehra
1558,Shadow of Destiny,Drama,2018-03-09,$81844495,"$103,282,571",NaN,,,Spanish,Australia,Alan Smith
1559,Rise of Revenge,Horror,November 03 2017,182.7M,"$243,862,871",9.5,,,English,USA,Sophie Laurent
1560,Battle of Destiny,Thriller,March 25 2020,174.9M,373412762,NaN,72%,92.0,Hindi,USA,Raj Mehra
1561,Dark Revenge,SciFi,2018/11/25,"$173,756,802",634.8M,not rated,58%,,English,France,Sophie Laurent
1562,Dark Revenge,Drama,April 17 2015,109613666,$254186748,not rated,42%,,English,India,John Carter
1563,Love in Warrior,comedy,2015/06/15,$224690739,$494618190,not rated,,137.0,Hindi,USA,Alan Smith
1564,The Journey,Sci-Fi,21/11/2016,$41393298,$120592910,not rated,50%,114.0,Spanish,India,Sophie Laurent
1565,Last Empire,Horror,2018/02/11,52.0M,"$156,039,414",NaN,,89.0,Hindi,USA,John Carter
1566,Last Journey,HORROR,19/04/2016,200.0M,$776030740,8.0,62%,125.0,Hindi,France,Sophie Laurent
1567,Legend of Secrets,ACTION,2015/02/01,49.2M,$194302741,not rated,,156.0,Spanish,France,Raj Mehra
1568,Legend of Empire,action,April 08 2015,$69495400,43.9M,not rated,61%,123.0,Spanish,UK,Sophie Laurent
1569,Rise of Night,comedy,2020/04/07,216162961,849.4M,not rated,48%,107.0,Spanish,Australia,Raj Mehra
1570,Love in Galaxy,Drama,2020-07-31,"$168,810,900",254014307,7.3,82%,97.0,Spanish,Australia,Emily Stone
1571,Return of Revenge,HORROR,2021-06-16,124.4M,202.4M,NaN,,,English,Canada,James Holloway
1572,The Revenge,HORROR,2019-10-27,55.1M,170.3M,not rated,,,English,Australia,John Carter
1573,Battle of Galaxy,Comedy,January 27 2020,109.3M,217705875,9.0,,,French,USA,Sophie Laurent
1574,Rise of Night,HORROR,2021-03-10,"$117,274,390",409.0M,5.6,,,French,Canada,Raj Mehra
1575,Love in Night,comedy,2018/05/19,48145366,"$162,763,344",6.1,,171.0,english,Australia,Sophie Laurent
1576,Return of Night,Horror,2015-01-20,246.8M,$401719273,6.8,59%,,Hindi,India,Alan Smith
1577,Legend of Dreams,Drama,February 22 2020,$166155921,163838984,NaN,,86.0,Hindi,India,James Holloway
1578,Return of Galaxy,Romance,August 14 2016,126.4M,98.1M,5.4,94%,126.0,Spanish,France,Sophie Laurent
1579,Shadow of Secrets,Sci-Fi,26/05/2019,$17372227,30538700,NaN,58%,161.0,english,USA,James Holloway
1580,Legend of Warrior,action,11/01/2019,"$28,357,338",66149703,6.4,70%,135.0,english,UK,John Carter
1581,Return of Secrets,ACTION,2020-08-10,62.8M,65.7M,4.5,,97.0,English,Canada,Sophie Laurent
1582,Dark Secrets,Comedy,2020/06/27,$177600496,$283420892,not rated,41%,,French,USA,Alan Smith
1583,Dark Revenge,Thriller,January 19 2023,44251946,$58807579,NaN,,,Spanish,Canada,Sophie Laurent
1584,Dark Galaxy,ACTION,2017-08-17,65909213,33094143,not rated,89%,,French,UK,Alan Smith
1585,Return of Journey,Action,April 29 2016,202.0M,"$362,754,053",not rated,98%,,French,France,Alan Smith
1586,The Dreams,ACTION,2022/05/22,195991400,$475484925,not rated,50%,,French,Canada,John Carter
1587,The Warrior,ACTION,2017-10-04,$114194028,397373964,not rated,,,French,Australia,Alan Smith
1588,Shadow of Warrior,Comedy,2022/09/02,$59894453,120.3M,7.4,95%,,Spanish,UK,Alan Smith
1589,Rise of Destiny,comedy,September 15 2016,"$64,235,714",$295629892,not rated,,128.0,Spanish,Canada,Raj Mehra
1590,Return of Destiny,Comedy,August 09 2016,248702849,904.3M,not rated,,133.0,english,France,Raj Mehra
1591,Battle of Kingdom,Comedy,2022/08/29,196557049,326.4M,NaN,97%,152.0,English,USA,John Carter
1592,The Revenge,Drama,2016/11/01,214095982,371.8M,NaN,95%,132.0,english,France,Sophie Laurent
1593,Dark Galaxy,Comedy,June 25 2020,80067938,153.9M,NaN,,,Spanish,France,Raj Mehra
1594,Shadow of Warrior,comedy,June 24 2021,83.8M,$263851118,NaN,80%,125.0,French,Canada,Sophie Laurent
1595,Love in Kingdom,Drama,25/03/2016,$157332456,375179679,NaN,,,english,Canada,Sophie Laurent
1596,The Secrets,SciFi,21/07/2021,203.6M,394.5M,8.8,48%,,Hindi,USA,Sophie Laurent
1597,Last Journey,SciFi,2021-03-03,44.6M,180.1M,not rated,,,English,Canada,James Holloway
1598,Battle of Empire,Comedy,31/07/2017,$192398680,663.7M,not rated,93%,116.0,French,Australia,Emily Stone
1599,The Secrets,Thriller,November 20 2022,241.4M,$290283593,NaN,,,English,France,Sophie Laurent
1600,Shadow of Kingdom,Sci-Fi,2017-04-01,$114252195,$381103137,9.4,41%,,Spanish,UK,Sophie Laurent
1601,Legend of Galaxy,Comedy,2017/05/20,109071956,455591433,not rated,,148.0,english,France,John Carter
1602,Last Secrets,comedy,17/11/2019,$233659044,469.7M,NaN,76%,99.0,english,UK,Raj Mehra
1603,Rise of Secrets,Comedy,2019-03-13,$104211376,$410195765,NaN,,,Hindi,Canada,Emily Stone
1604,The Kingdom,Action,2017-06-06,190.5M,862.0M,7.7,58%,119.0,English,UK,Alan Smith
1605,Dark Destiny,Romance,May 24 2017,"$108,337,471",$489827472,not rated,,,Hindi,UK,Raj Mehra
1606,The Destiny,Sci-Fi,October 15 2020,18405312,25.5M,NaN,,,English,USA,Raj Mehra
1607,Battle of Destiny,Sci-Fi,19/10/2021,14986272,$17930397,6.7,,,English,USA,Raj Mehra
1608,Love in Journey,Drama,30/06/2021,"$158,353,485","$414,110,618",NaN,95%,,English,UK,Raj Mehra
1609,Last Dreams,Romance,2021-01-17,60.7M,132690433,not rated,,,english,India,Raj Mehra
1610,Legend of Warrior,comedy,2016/10/14,181129520,"$574,126,516",not rated,,156.0,English,Australia,James Holloway
1611,Love in Revenge,Horror,09/06/2020,$149801024,"$623,880,474",not rated,61%,,english,France,Alan Smith
1612,Return of Night,Drama,October 13 2015,$120426575,"$381,315,258",not rated,,139.0,english,USA,Raj Mehra
1613,The Kingdom,HORROR,16/04/2020,$130390424,545270582,8.3,75%,,French,France,Emily Stone
1614,Legend of Night,ACTION,30/07/2018,207848186,212377470,not rated,43%,141.0,english,USA,John Carter
1615,Last Warrior,Comedy,April 24 2018,227071373,"$258,180,635",8.9,,,French,USA,Raj Mehra
1616,Love in Destiny,Romance,2021/07/02,$228933864,1070411991,not rated,,,French,France,James Holloway
1617,Love in Kingdom,Comedy,March 08 2017,15.9M,$51473994,not rated,63%,,english,Australia,Alan Smith
1618,Return of Journey,HORROR,31/03/2017,"$188,113,453",$697319481,NaN,55%,143.0,Hindi,Australia,James Holloway
1619,Love in Empire,action,2018/10/02,$133376774,$469876837,NaN,42%,90.0,French,Australia,Sophie Laurent
1620,Legend of Empire,ACTION,July 02 2019,"$117,490,296",63.5M,NaN,,156.0,english,UK,James Holloway
1621,Return of Dreams,SciFi,01/01/2016,$141257862,388.7M,NaN,76%,,english,Australia,Raj Mehra
1622,Love in Night,Romance,10/09/2017,$115908835,"$571,694,868",NaN,84%,,French,UK,Sophie Laurent
1623,Last Revenge,Horror,September 26 2018,"$214,025,371",606336988,NaN,40%,89.0,English,Canada,Alan Smith
1624,Last Revenge,Action,2018-08-02,$183260154,132.6M,5.9,71%,136.0,English,Australia,Emily Stone
1625,Return of Dreams,Sci-Fi,08/05/2022,199747501,"$277,981,327",8.6,98%,92.0,Spanish,USA,Raj Mehra
1626,Return of Destiny,Horror,2019-12-22,$225319849,716.1M,not rated,42%,152.0,Hindi,Australia,James Holloway
1627,Shadow of Secrets,Romance,27/07/2015,$22305755,44.8M,not rated,,139.0,english,France,Alan Smith
1628,The Kingdom,action,28/07/2016,50739706,$147249323,not rated,,,French,USA,James Holloway
1629,Rise of Destiny,Action,29/11/2018,"$249,641,491",$931196422,NaN,71%,,Spanish,Canada,James Holloway
1630,Rise of Night,ACTION,2022/06/26,"$42,448,936",39307298,not rated,,167.0,English,France,Alan Smith
1631,Rise of Kingdom,SciFi,2020/05/14,"$119,659,734","$317,722,073",6.5,,88.0,French,Australia,Sophie Laurent
1632,Shadow of Secrets,ACTION,2017/01/23,128450845,598508092,not rated,72%,157.0,French,Australia,Alan Smith
1633,Dark Warrior,ACTION,2021-03-04,27984858,133.6M,7.4,,157.0,english,UK,James Holloway
1634,Battle of Warrior,Sci-Fi,2018/08/14,172097550,455.2M,4.6,,179.0,Hindi,USA,John Carter
1635,Last Destiny,SciFi,2016/03/23,195.7M,926924926,7.3,76%,,French,UK,John Carter
1636,Rise of Destiny,comedy,2020/11/22,$148447397,$430192506,NaN,89%,85.0,Hindi,UK,Raj Mehra
1637,Legend of Journey,Horror,July 05 2020,193980172,$654428227,not rated,41%,160.0,English,USA,John Carter
1638,Dark Empire,action,2022/03/21,$201249510,895026680,not rated,88%,,english,India,Sophie Laurent
1639,Love in Secrets,Comedy,2016-05-02,65951472,"$285,531,577",8.9,,166.0,English,India,James Holloway
1640,Love in Revenge,ACTION,2017/11/29,215.9M,"$275,738,640",not rated,,,French,Australia,John Carter
1641,Last Night,Sci-Fi,June 10 2022,221562885,750877600,not rated,,,Hindi,UK,James Holloway
1642,Rise of Night,Sci-Fi,2022/05/08,63752416,104.9M,not rated,,149.0,Hindi,Canada,Emily Stone
1643,Dark Kingdom,Sci-Fi,24/01/2022,234820917,359013950,NaN,,,english,India,John Carter
1644,Battle of Journey,Drama,2020/11/18,$236036137,822.2M,not rated,66%,,Hindi,India,Emily Stone
1645,Dark Kingdom,Action,2018-12-29,120.6M,601.2M,NaN,86%,161.0,Spanish,UK,Alan Smith
1646,The Empire,SciFi,March 18 2017,"$129,414,756","$160,905,551",not rated,,,english,Canada,James Holloway
1647,Dark Empire,Comedy,2021-04-21,$77381226,259785256,not rated,62%,130.0,english,Australia,Emily Stone
1648,Dark Empire,Romance,2017-01-27,175.7M,"$91,713,592",6.2,,,english,India,Alan Smith
1649,Dark Galaxy,action,2023-02-03,$171548239,"$748,486,620",NaN,76%,120.0,French,UK,Sophie Laurent
1650,Last Warrior,Horror,2019/11/14,"$242,543,709",624.1M,5.1,,148.0,Spanish,India,Raj Mehra
1651,Dark Night,Drama,November 25 2015,196907828,$698242410,not rated,45%,126.0,English,France,Emily Stone
1652,Dark Dreams,Drama,03/09/2022,247095787,$1150037627,NaN,,108.0,French,France,Sophie Laurent
1653,Love in Destiny,ACTION,December 22 2015,71424550,177.9M,not rated,86%,,English,India,Alan Smith
1654,Legend of Destiny,Horror,2022/05/06,12716809,"$35,754,956",not rated,,158.0,English,Canada,Alan Smith
1655,Return of Secrets,HORROR,2018-10-08,69558443,41095077,NaN,61%,,Spanish,Canada,Raj Mehra
1656,Shadow of Revenge,SciFi,2017-07-21,"$43,342,962","$200,659,876",5.9,92%,,English,Australia,James Holloway
1657,Shadow of Dreams,HORROR,2017/09/19,179.5M,212.8M,not rated,49%,177.0,English,India,James Holloway
1658,Dark Journey,Sci-Fi,26/03/2020,$40571623,$106346863,NaN,77%,,Hindi,India,John Carter
1659,Return of Night,Comedy,November 21 2019,"$144,945,410",$627436485,not rated,81%,,French,USA,Emily Stone
1660,The Revenge,ACTION,2022-08-30,177474297,"$174,353,194",NaN,91%,142.0,english,Canada,John Carter
1661,Rise of Empire,Thriller,2020/08/24,"$230,983,168","$559,700,676",not rated,75%,135.0,Hindi,France,Sophie Laurent
1662,Battle of Destiny,Action,10/01/2019,187374349,481981601,not rated,,161.0,Hindi,India,John Carter
1663,The Empire,ACTION,25/01/2015,73261938,"$127,017,020",not rated,79%,,Hindi,USA,Sophie Laurent
1664,Love in Journey,Sci-Fi,13/07/2015,$164570204,316.5M,not rated,90%,,French,Australia,James Holloway
1665,Legend of Warrior,Comedy,2019-10-03,$84885705,$281349578,not rated,82%,142.0,English,USA,James Holloway
1666,Last Revenge,Action,February 16 2016,"$31,878,090","$50,895,911",4.5,74%,131.0,english,USA,Raj Mehra
1667,Rise of Revenge,Horror,2016/05/12,"$203,704,532",282424287,8.7,74%,,english,Australia,Alan Smith
1668,Legend of Secrets,Thriller,2018/06/08,166123728,92503776,5.4,,101.0,Hindi,Australia,Emily Stone
1669,Battle of Empire,SciFi,2016/04/12,"$31,769,228",127.5M,7.3,,98.0,english,France,John Carter
1670,Rise of Secrets,action,December 23 2021,147.0M,319.2M,NaN,,,Hindi,UK,Alan Smith
1671,Shadow of Journey,Sci-Fi,2020-08-03,"$225,842,544",229676581,not rated,91%,,english,France,Sophie Laurent
1672,Rise of Warrior,Thriller,2019/07/04,161941946,"$339,218,063",NaN,,,English,India,Raj Mehra
1673,Battle of Night,Action,10/11/2016,"$232,114,473",1006.1M,7.8,,,english,France,Alan Smith
1674,The Night,Romance,2016-03-28,59973842,226332017,not rated,59%,165.0,Hindi,India,James Holloway
1675,Love in Kingdom,Thriller,23/09/2019,142266805,216.3M,NaN,,,Spanish,Canada,Alan Smith
1676,Legend of Kingdom,Comedy,2015-01-13,10.9M,"$16,014,779",not rated,98%,136.0,English,UK,Raj Mehra
1677,Shadow of Secrets,action,01/06/2022,53620367,$207011608,not rated,,93.0,Hindi,USA,Alan Smith
1678,Shadow of Secrets,action,2015/12/02,"$204,401,049","$963,727,678",NaN,70%,151.0,English,USA,Raj Mehra
1679,Love in Empire,SciFi,2018/10/02,35.7M,89452628,not rated,,164.0,Hindi,India,Sophie Laurent
1680,Rise of Night,Horror,August 04 2019,33576446,90.9M,7.1,75%,,English,France,Sophie Laurent
1681,Dark Revenge,Comedy,2016/01/23,"$174,608,945",$716516374,NaN,,142.0,French,USA,Alan Smith
1682,Love in Galaxy,SciFi,2021-04-15,$165171005,"$309,348,332",not rated,85%,135.0,English,USA,Sophie Laurent
1683,Battle of Destiny,Sci-Fi,July 15 2020,"$177,604,519","$746,798,912",5.1,91%,138.0,english,USA,Alan Smith
1684,Dark Night,HORROR,2015-05-31,169.8M,$742768044,not rated,,,Hindi,Canada,James Holloway
1685,Love in Galaxy,Romance,2021-09-14,"$140,163,197",211938462,not rated,53%,,Hindi,USA,Alan Smith
1686,Shadow of Dreams,Horror,October 01 2015,222089652,383211426,9.0,92%,175.0,French,USA,John Carter
1687,Return of Secrets,HORROR,December 05 2017,191.9M,$563959971,not rated,,125.0,English,UK,Alan Smith
1688,Return of Empire,SciFi,2021/09/14,63.4M,$253163523,NaN,,,english,Australia,James Holloway
1689,Shadow of Destiny,SciFi,03/06/2020,200.8M,$129409456,not rated,44%,111.0,Spanish,France,Sophie Laurent
1690,Battle of Warrior,action,15/05/2020,120.1M,$304785029,8.0,59%,168.0,english,Australia,James Holloway
1691,Legend of Galaxy,Action,14/08/2019,"$30,248,399","$108,820,262",NaN,97%,97.0,Hindi,UK,James Holloway
1692,Legend of Night,ACTION,2022-07-04,"$50,149,740",92.0M,NaN,,,Hindi,Australia,John Carter
1693,Legend of Revenge,Romance,September 24 2015,36679499,128.6M,not rated,58%,,Hindi,India,Raj Mehra
1694,Rise of Galaxy,SciFi,June 09 2015,149.7M,"$492,631,042",NaN,45%,150.0,French,USA,Emily Stone
1695,Rise of Empire,Romance,March 28 2017,247079894,1037.3M,7.6,87%,89.0,english,France,Alan Smith
1696,Love in Secrets,ACTION,November 18 2016,"$195,891,160","$434,334,000",7.2,,96.0,Spanish,India,Raj Mehra
1697,Return of Night,ACTION,22/02/2018,186.7M,$106984221,not rated,51%,,english,India,James Holloway
