Movie_ID,Title,Genre,Release_Date,Budget,Box_Office,IMDB_Rating,RottenTomatoes,Duration_Minutes,Language,Country,Director,Release_Year,ROI,Profit,Profit_Status
1436,Rise Of Warrior,Action,2019-07-07,205262425.0,277760554.0,7.1,59,130.0,French,India,Raj Mehra,2019,35.31972741723187,72498129.0,Average
1437,Rise Of Night,Thriller,2022-04-24,199448389.0,770200000.0,7.0,44,123.0,English,India,Raj Mehra,2022,286.16506448693355,570751611.0,BlockBuster
1438,Dark Warrior,Romance,2021-04-02,222842726.0,687938454.0,7.1,69,137.0,Hindi,India,Emily Stone,2021,208.71030270918513,465095728.0,BlockBuster
1439,Shadow Of Night,Action,2018-09-11,215964581.0,756325661.0,5.7,68,130.0,Spanish,Usa,Raj Mehra,2018,250.20819501879336,540361080.0,BlockBuster
1440,Love In Warrior,Horror,2021-11-02,75100000.0,226262044.0,7.2,68,134.0,English,Australia,John Carter,2021,201.28101731025302,151162044.0,BlockBuster
1441,Love In Destiny,Horror,2019-10-30,125412066.0,410171645.0,7.0,68,134.0,English,Uk,Alan Smith,2019,227.05915633349028,284759579.0,BlockBuster
1442,Shadow Of Dreams,Comedy,2015-10-25,74156353.0,77300000.0,8.8,40,135.0,French,India,Emily Stone,2015,4.23921467659015,3143647.0,Average
1443,Dark Empire,Comedy,2019-09-13,50515451.0,41914469.0,6.9,93,160.0,Spanish,France,Sophie Laurent,2019,-17.0264381090055,-8600982.0,Flop
1444,Return Of Night,Thriller,2017-01-23,61400000.0,157600000.0,7.0,75,134.0,French,Usa,Alan Smith,2017,156.67752442996743,96200000.0,BlockBuster
1445,Love In Warrior,Comedy,2018-07-15,206270867.0,993082939.0,6.6,89,145.0,Spanish,Uk,John Carter,2018,381.44604880145295,786812072.0,BlockBuster
1446,Shadow Of Kingdom,Horror,2018-11-22,134700000.0,488800000.0,7.0,42,134.0,Spanish,Usa,James Holloway,2018,262.88047512991835,354100000.0,BlockBuster
1447,Rise Of Destiny,Drama,2020-01-25,98000000.0,289065438.0,7.8,78,135.0,French,France,John Carter,2020,194.96473265306122,191065438.0,BlockBuster
1448,Return Of Empire,Thriller,2018-06-29,18600000.0,33118298.0,7.2,88,162.0,English,Usa,Raj Mehra,2018,78.05536559139784,14518298.0,Hit
1449,Love In Revenge,Action,2023-03-15,11478325.0,40900000.0,7.1,68,130.0,English,Australia,Alan Smith,2023,256.32376675168194,29421675.0,BlockBuster
1450,Shadow Of Revenge,Drama,2016-10-06,148392368.0,435113436.0,7.0,85,111.0,Hindi,Australia,Alan Smith,2016,193.21820378255572,286721068.0,BlockBuster
1451,Return Of Secrets,SciFi,2018-05-13,40474054.0,56679619.0,7.0,71,135.0,English,Canada,Sophie Laurent,2018,40.03939165570121,16205565.0,Average
1452,Rise Of Secrets,Thriller,2021-11-24,16000000.0,78554760.0,4.9,83,134.0,English,Usa,James Holloway,2021,390.96725000000004,62554760.0,BlockBuster
1453,Dark Kingdom,Action,2018-11-05,149180404.0,259655464.0,5.4,68,130.0,French,Australia,Emily Stone,2018,74.05467275715381,110475060.0,Hit
1454,Dark Galaxy,Horror,2020-10-04,47663042.0,55304869.0,7.0,68,134.0,English,Canada,Emily Stone,2020,16.033024077649095,7641827.0,Average
1455,Shadow Of Galaxy,Action,2019-12-23,244400000.0,868750527.0,7.1,68,178.0,Spanish,Uk,Alan Smith,2019,255.4625724222586,624350527.0,BlockBuster
1456,Love In Revenge,Action,2019-07-27,240256625.0,977100000.0,7.1,64,131.0,English,India,Emily Stone,2019,306.69013809712845,736843375.0,BlockBuster
1457,Legend Of Night,Action,2016-06-15,108177813.0,89952662.0,7.1,68,130.0,English,France,Sophie Laurent,2016,-16.84740197141904,-18225151.0,Flop
1458,Return Of Revenge,Action,2019-02-28,16148113.0,36866461.0,7.1,57,164.0,English,India,Raj Mehra,2019,128.30197559306157,20718348.0,BlockBuster
1459,Shadow Of Empire,Thriller,2017-08-29,16757939.0,53000000.0,7.0,70,105.0,French,Uk,Raj Mehra,2017,216.26800885240124,36242061.0,BlockBuster
1460,Dark Galaxy,Action,2021-06-11,130491133.0,474010623.0,7.1,68,90.0,French,Uk,Alan Smith,2021,263.2512126322024,343519490.0,BlockBuster
1461,Last Night,Romance,2021-08-15,84262482.0,293000000.0,7.1,69,137.0,Hindi,India,Raj Mehra,2021,247.72296405890347,208737518.0,BlockBuster
1462,The Kingdom,Action,2023-01-21,29300000.0,31100000.0,7.1,68,130.0,French,India,Sophie Laurent,2023,6.143344709897611,1800000.0,Average
1463,Dark Warrior,Action,2020-07-13,165287633.0,673400000.0,7.1,40,137.0,French,India,James Holloway,2020,307.4110009186229,508112367.0,BlockBuster
1464,Battle Of Empire,Comedy,2020-01-13,150427799.0,361591929.0,4.6,62,135.0,English,Usa,James Holloway,2020,140.37573600342316,211164130.0,BlockBuster
1465,Rise Of Journey,Comedy,2022-08-14,58431480.0,208251468.0,6.9,67,135.0,Spanish,Usa,James Holloway,2022,256.402863661848,149819988.0,BlockBuster
1466,Last Destiny,Comedy,2017-10-01,39600000.0,51759821.0,7.3,70,135.0,English,Usa,Emily Stone,2017,30.706618686868687,12159821.0,Average
1467,Battle Of Secrets,Action,2018-07-31,222875769.0,432252592.0,7.1,68,130.0,French,Canada,Sophie Laurent,2018,93.94328685412185,209376823.0,Hit
1468,Rise Of Kingdom,Comedy,2017-03-08,120342740.0,238900000.0,6.9,70,155.0,Hindi,Australia,Alan Smith,2017,98.51633758712823,118557260.0,Hit
1469,Return Of Journey,SciFi,2023-03-14,18200000.0,72328873.0,7.0,46,105.0,Spanish,Uk,Alan Smith,2023,297.41139010989014,54128873.0,BlockBuster
1470,Return Of Warrior,Thriller,2022-03-12,136229749.0,216405012.0,7.0,70,90.0,Spanish,India,James Holloway,2022,58.85297711295057,80175263.0,Hit
1471,Love In Journey,SciFi,2021-12-03,69400000.0,273185505.0,6.7,79,135.0,English,Usa,Sophie Laurent,2021,293.6390561959654,203785505.0,BlockBuster
1472,The Secrets,Action,2017-10-26,68967759.0,247390616.0,7.6,88,130.0,Hindi,India,Sophie Laurent,2017,258.70473332329095,178422857.0,BlockBuster
1473,Rise Of Secrets,Horror,2020-11-21,84704509.0,230895859.0,7.0,95,134.0,Hindi,India,Alan Smith,2020,172.5898086487934,146191350.0,BlockBuster
1474,Battle Of Dreams,SciFi,2021-05-17,20456231.0,94441802.0,5.1,67,121.0,English,Australia,Sophie Laurent,2021,361.67743217213376,73985571.0,BlockBuster
1475,Love In Warrior,Action,2020-11-07,54474011.0,216836833.0,5.6,66,130.0,Hindi,Australia,Alan Smith,2020,298.05556635071355,162362822.0,BlockBuster
1476,Battle Of Empire,Comedy,2021-04-06,12590588.0,58732687.0,6.4,70,135.0,English,Australia,James Holloway,2021,366.48089032855336,46142099.0,BlockBuster
1477,The Journey,Thriller,2018-03-05,27767177.0,104839629.0,7.0,70,134.0,Spanish,India,Alan Smith,2018,277.5667544453655,77072452.0,BlockBuster
1478,Dark Secrets,Action,2019-10-27,126720207.0,303002711.0,7.1,68,130.0,Hindi,France,Emily Stone,2019,139.11159725299376,176282504.0,BlockBuster
1479,Battle Of Night,Drama,2021-03-09,24051877.0,42626185.0,7.1,72,134.0,Spanish,Usa,James Holloway,2021,77.22602273410928,18574308.0,Hit
1480,Legend Of Revenge,Action,2021-08-10,165700000.0,764404552.0,7.1,84,130.0,French,Uk,Sophie Laurent,2021,361.3183777911889,598704552.0,BlockBuster
1481,Return Of Secrets,Comedy,2019-10-04,39241354.0,42892617.0,6.9,77,169.0,Hindi,Canada,James Holloway,2019,9.304630518100879,3651263.0,Average
1482,Return Of Night,Action,2015-01-17,155964041.0,732646590.0,7.1,98,102.0,Spanish,Canada,Emily Stone,2015,369.75353120018224,576682549.0,BlockBuster
1483,Last Warrior,Romance,2016-10-23,86654249.0,409502913.0,7.1,71,150.0,English,India,Alan Smith,2016,372.57107150048694,322848664.0,BlockBuster
1484,Battle Of Empire,Drama,2022-05-16,146159359.0,495965491.0,7.0,84,178.0,Hindi,Canada,Emily Stone,2022,239.33201020674971,349806132.0,BlockBuster
1485,Battle Of Secrets,Horror,2021-01-06,104342025.0,240368886.0,7.0,68,134.0,Spanish,Uk,Raj Mehra,2021,130.36632267775136,136026861.0,BlockBuster
1486,Return Of Kingdom,Comedy,2015-01-16,213049386.0,870415168.0,6.5,43,158.0,French,Usa,Alan Smith,2015,308.5508925146585,657365782.0,BlockBuster
1487,Rise Of Revenge,Drama,2018-12-30,112582511.0,123372206.0,7.0,72,134.0,Hindi,France,James Holloway,2018,9.58381093489734,10789695.0,Average
1488,Shadow Of Night,SciFi,2019-11-01,31810286.0,157791463.0,7.0,67,135.0,Spanish,India,James Holloway,2019,396.03912080513834,125981177.0,BlockBuster
1489,Rise Of Revenge,SciFi,2018-12-16,188400000.0,142955181.0,7.0,67,118.0,Spanish,Canada,Raj Mehra,2018,-24.12145382165605,-45444819.0,Flop
1490,The Warrior,Comedy,2017-05-04,131784597.0,619162274.0,7.1,70,145.0,English,France,John Carter,2017,369.82901499482523,487377677.0,BlockBuster
1491,The Secrets,Comedy,2018-01-01,70807060.0,165471968.0,4.8,70,178.0,Spanish,Canada,Emily Stone,2018,133.69416552530214,94664908.0,BlockBuster
1492,Last Destiny,Comedy,2018-07-01,148525488.0,223534536.0,6.9,70,135.0,English,Uk,James Holloway,2018,50.502475373115765,75009048.0,Hit
1493,Rise Of Galaxy,Drama,2019-05-14,46032123.0,138000000.0,6.1,69,134.0,French,Uk,Raj Mehra,2019,199.79064836961788,91967877.0,BlockBuster
1494,Battle Of Galaxy,Horror,2017-10-25,8800000.0,27096082.0,7.0,40,134.0,Hindi,India,Emily Stone,2017,207.91002272727272,18296082.0,BlockBuster
1495,The Galaxy,Action,2018-12-20,239100000.0,989500000.0,7.6,69,124.0,English,India,John Carter,2018,313.84358009201173,750400000.0,BlockBuster
1496,Battle Of Journey,Comedy,2020-12-21,156269116.0,601400000.0,7.5,70,135.0,Hindi,Australia,Raj Mehra,2020,284.8489166598984,445130884.0,BlockBuster
1497,The Kingdom,Horror,2023-02-13,198700000.0,241505200.0,7.0,68,105.0,English,India,Alan Smith,2023,21.542627075993963,42805200.0,Average
1498,Dark Kingdom,SciFi,2023-01-13,13355850.0,50962304.0,7.0,58,135.0,English,Australia,John Carter,2023,281.5728987672069,37606454.0,BlockBuster
1499,Return Of Destiny,Drama,2016-01-13,108065546.0,249939187.0,6.0,72,134.0,Spanish,Uk,Alan Smith,2016,131.28480468696287,141873641.0,BlockBuster
1500,The Revenge,Action,2017-08-22,172197049.0,511324871.0,7.1,68,164.0,English,India,Sophie Laurent,2017,196.94171530198523,339127822.0,BlockBuster
1501,The Empire,Thriller,2019-10-21,131600000.0,467996079.0,7.0,70,134.0,Hindi,Usa,Emily Stone,2019,255.62012082066866,336396079.0,BlockBuster
1502,Battle Of Dreams,Drama,2017-09-04,217349003.0,544082177.0,7.0,72,130.0,Hindi,France,Raj Mehra,2017,150.32651150463295,326733174.0,BlockBuster
1503,Last Dreams,Horror,2021-10-28,20590231.0,61981096.0,8.6,68,134.0,French,India,Raj Mehra,2021,201.02185837545971,41390865.0,BlockBuster
1504,The Journey,SciFi,2015-11-21,11134861.0,48721703.0,7.9,47,135.0,English,Canada,Raj Mehra,2015,337.5600467756176,37586842.0,BlockBuster
1505,Legend Of Kingdom,Romance,2019-05-05,31781344.0,38013295.0,7.1,69,134.0,English,Usa,Alan Smith,2019,19.60883403798153,6231951.0,Average
1506,Battle Of Warrior,Horror,2021-03-22,162339789.0,177566980.0,7.0,68,134.0,Spanish,France,John Carter,2021,9.37982677801805,15227191.0,Average
1507,The Revenge,SciFi,2018-05-09,70125235.0,260327068.0,9.5,67,135.0,English,France,Alan Smith,2018,271.2316514875137,190201833.0,BlockBuster
1508,Shadow Of Galaxy,Action,2018-08-15,68400000.0,261831075.0,7.1,68,130.0,English,Canada,Alan Smith,2018,282.7939692982456,193431075.0,BlockBuster
1509,Return Of Kingdom,Comedy,2022-12-21,170900000.0,549438138.0,6.9,74,98.0,Hindi,Usa,James Holloway,2022,221.49686249268575,378538138.0,BlockBuster
1510,The Destiny,Action,2017-07-18,243307313.0,650917070.0,7.1,68,130.0,Spanish,Canada,John Carter,2017,167.52877337476494,407609757.0,BlockBuster
1511,Battle Of Journey,Horror,2020-03-01,204623257.0,136818311.0,7.0,68,134.0,Spanish,Uk,James Holloway,2020,-33.136480668959344,-67804946.0,Flop
1512,Last Empire,Comedy,2019-09-30,115600000.0,565680685.0,4.8,70,146.0,French,Canada,Emily Stone,2019,389.34315311418686,450080685.0,BlockBuster
1513,Dark Secrets,SciFi,2019-08-02,60918492.0,268572463.0,7.8,67,156.0,English,India,Raj Mehra,2019,340.87181770684674,207653971.0,BlockBuster
1514,Legend Of Dreams,Thriller,2022-06-04,227765557.0,204824341.0,7.0,70,134.0,English,Canada,James Holloway,2022,-10.072293766524146,-22941216.0,Flop
1515,Legend Of Galaxy,Horror,2019-08-11,173263074.0,662713530.0,7.0,68,134.0,French,India,Emily Stone,2019,282.48976813143696,489450456.0,BlockBuster
1516,Dark Kingdom,Comedy,2022-04-17,37838170.0,77700000.0,6.9,70,135.0,English,Uk,John Carter,2022,105.34819733618195,39861830.0,BlockBuster
1517,Rise Of Kingdom,Romance,2016-01-21,48368958.0,219500000.0,9.0,69,137.0,French,Australia,John Carter,2016,353.8034497249248,171131042.0,BlockBuster
1518,Legend Of Galaxy,Thriller,2020-06-17,194300000.0,613745327.0,8.2,77,134.0,Hindi,Australia,Emily Stone,2020,215.87510396294388,419445327.0,BlockBuster
1519,The Warrior,SciFi,2022-02-11,69790663.0,339874976.0,8.0,47,135.0,French,France,John Carter,2022,386.9920436205055,270084313.0,BlockBuster
1520,Love In Revenge,SciFi,2015-11-16,166003073.0,640500000.0,8.2,57,89.0,English,India,Emily Stone,2015,285.83623087507544,474496927.0,BlockBuster
1521,Last Secrets,Horror,2021-07-02,192622525.0,944778337.0,7.0,75,134.0,Hindi,Canada,Emily Stone,2021,390.48175284796,752155812.0,BlockBuster
1522,Battle Of Secrets,Action,2018-09-03,9300000.0,8600000.0,8.6,68,88.0,English,India,James Holloway,2018,-7.526881720430108,-700000.0,Flop
1523,Love In Dreams,SciFi,2018-06-12,21822074.0,55878594.0,7.0,67,135.0,English,Usa,Raj Mehra,2018,156.06454271945006,34056520.0,BlockBuster
1524,Dark Revenge,Horror,2022-02-08,161900000.0,650953970.0,7.0,68,134.0,English,Uk,Raj Mehra,2022,302.0716306361952,489053970.0,BlockBuster
1525,Legend Of Dreams,Action,2017-01-02,17100000.0,10560029.0,8.1,68,130.0,Spanish,France,Alan Smith,2017,-38.245444444444445,-6539971.0,Flop
1526,Legend Of Galaxy,Horror,2015-01-04,42763994.0,56130125.0,9.3,68,134.0,English,Uk,Emily Stone,2015,31.255572152591732,13366131.0,Average
1527,Return Of Warrior,Drama,2016-01-16,134400000.0,244122711.0,7.0,72,112.0,English,Australia,John Carter,2016,81.63892187500001,109722711.0,Hit
1528,Dark Night,Comedy,2019-11-12,82715616.0,46555495.0,5.0,70,149.0,English,Usa,Emily Stone,2019,-43.716196225873475,-36160121.0,Flop
1529,Return Of Destiny,Comedy,2017-04-24,192000000.0,559092590.0,6.9,70,135.0,English,Australia,John Carter,2017,191.19405729166667,367092590.0,BlockBuster
1530,Legend Of Destiny,Horror,2020-12-02,219798763.0,124520315.0,7.0,68,134.0,French,Usa,Alan Smith,2020,-43.34803649463669,-95278448.0,Flop
1531,The Warrior,SciFi,2021-06-26,177420070.0,526160803.0,7.0,51,135.0,English,Usa,Sophie Laurent,2021,196.56216627577703,348740733.0,BlockBuster
1532,Legend Of Revenge,Drama,2022-04-04,57408715.0,42700000.0,9.1,72,179.0,English,Uk,Sophie Laurent,2022,-25.621048999267792,-14708715.0,Flop
1533,Battle Of Empire,Action,2018-07-14,12300000.0,28600000.0,7.1,49,130.0,French,India,Sophie Laurent,2018,132.52032520325204,16300000.0,BlockBuster
1534,Shadow Of Warrior,Action,2016-07-13,232849235.0,892010152.0,9.5,95,108.0,English,Uk,Alan Smith,2016,283.08485402582494,659160917.0,BlockBuster
1535,Rise Of Secrets,Action,2015-06-11,42537516.0,146700000.0,7.2,54,109.0,English,Uk,Sophie Laurent,2015,244.87204189356052,104162484.0,BlockBuster
1536,Rise Of Galaxy,Action,2017-09-23,143800000.0,317014568.0,7.1,48,123.0,Spanish,France,James Holloway,2017,120.4551933240612,173214568.0,BlockBuster
1537,Battle Of Revenge,Action,2016-12-10,212370436.0,874691728.0,5.5,87,130.0,English,France,Alan Smith,2016,311.8707596381259,662321292.0,BlockBuster
1538,Return Of Night,Romance,2021-06-04,175901418.0,618310072.0,7.1,65,127.0,French,France,James Holloway,2021,251.5094301286417,442408654.0,BlockBuster
1539,Rise Of Night,SciFi,2019-05-17,223500000.0,446230209.0,7.0,67,135.0,English,Uk,Alan Smith,2019,99.65557449664429,222730209.0,Hit
1540,Return Of Galaxy,SciFi,2021-07-10,215119536.0,1068500000.0,7.0,67,135.0,English,Uk,Sophie Laurent,2021,396.70058790011524,853380464.0,BlockBuster
1541,Love In Warrior,Romance,2021-06-19,155644102.0,484445534.0,7.1,69,148.0,Hindi,Usa,James Holloway,2021,211.25209871428345,328801432.0,BlockBuster
1542,Battle Of Revenge,Comedy,2022-01-05,132500000.0,115000000.0,6.9,70,135.0,Spanish,Australia,Alan Smith,2022,-13.20754716981132,-17500000.0,Flop
1543,The Revenge,Action,2019-05-30,71100000.0,249621425.0,7.5,79,138.0,Hindi,India,Emily Stone,2019,251.08498593530237,178521425.0,BlockBuster
1544,Love In Kingdom,Romance,2017-03-16,139242710.0,121817999.0,7.1,91,145.0,French,Usa,Alan Smith,2017,-12.513912577541761,-17424711.0,Flop
1545,The Destiny,Comedy,2021-05-01,190524693.0,237623877.0,7.3,70,158.0,English,India,John Carter,2021,24.720776744671095,47099184.0,Average
1546,Return Of Secrets,Comedy,2019-12-16,81631604.0,187100000.0,7.7,87,135.0,Hindi,France,Sophie Laurent,2019,129.20044545492456,105468396.0,BlockBuster
1547,Rise Of Journey,Action,2021-07-24,224028489.0,304823721.0,7.1,56,170.0,English,Australia,Alan Smith,2021,36.06471318029556,80795232.0,Average
1548,Last Secrets,SciFi,2015-12-29,193580169.0,890409619.0,7.0,54,127.0,Spanish,Usa,John Carter,2015,359.9694398448428,696829450.0,BlockBuster
1549,Rise Of Warrior,Drama,2021-05-28,33153311.0,159192138.0,8.4,72,178.0,English,India,Sophie Laurent,2021,380.16965183356797,126038827.0,BlockBuster
1550,Last Galaxy,SciFi,2022-06-20,67176042.0,115864509.0,7.0,74,121.0,Spanish,Canada,Emily Stone,2022,72.47891592064921,48688467.0,Hit
1551,The Destiny,SciFi,2020-07-14,76216516.0,68499524.0,7.0,45,136.0,Hindi,Canada,Emily Stone,2020,-10.125091522157744,-7716992.0,Flop
1552,Rise Of Empire,Action,2018-06-30,195690434.0,617680596.0,7.1,68,130.0,Spanish,Usa,Emily Stone,2018,215.64169150956047,421990162.0,BlockBuster
1553,The Galaxy,Comedy,2016-08-14,24422303.0,108500000.0,6.9,70,135.0,English,Usa,Sophie Laurent,2016,344.266046490374,84077697.0,BlockBuster
1554,Love In Empire,Thriller,2020-12-05,90698418.0,125949989.0,7.0,64,134.0,French,Usa,Emily Stone,2020,38.86679809564043,35251571.0,Average
1555,Battle Of Destiny,Comedy,2016-07-07,242200000.0,215307522.0,6.9,70,170.0,English,Canada,Raj Mehra,2016,-11.10341783649876,-26892478.0,Flop
1556,Last Destiny,Action,2016-06-26,220600000.0,760600000.0,7.1,84,162.0,French,France,Raj Mehra,2016,244.7869446962829,540000000.0,BlockBuster
1557,Last Revenge,Comedy,2021-10-14,103919108.0,281503118.0,6.9,70,163.0,French,Usa,Raj Mehra,2021,170.88677281564043,177584010.0,BlockBuster
1558,Shadow Of Destiny,Drama,2018-09-03,81844495.0,103282571.0,7.0,72,134.0,Spanish,Australia,Alan Smith,2018,26.193668859463305,21438076.0,Average
1559,Rise Of Revenge,Horror,2017-11-03,182700000.0,243862871.0,9.5,68,134.0,English,Usa,Sophie Laurent,2017,33.47721455938697,61162871.0,Average
1560,Battle Of Destiny,Thriller,2020-03-25,174900000.0,373412762.0,7.0,72,92.0,Hindi,Usa,Raj Mehra,2020,113.5007215551744,198512762.0,BlockBuster
1561,Dark Revenge,SciFi,2018-11-25,173756802.0,634800000.0,7.0,58,135.0,English,France,Sophie Laurent,2018,265.3382156515519,461043198.0,BlockBuster
1562,Dark Revenge,Drama,2015-04-17,109613666.0,254186748.0,7.0,42,134.0,English,India,John Carter,2015,131.89330060359447,144573082.0,BlockBuster
1563,Love In Warrior,Comedy,2015-06-15,224690739.0,494618190.0,6.9,70,137.0,Hindi,Usa,Alan Smith,2015,120.13287783970483,269927451.0,BlockBuster
1564,The Journey,SciFi,2016-11-21,41393298.0,120592910.0,7.0,50,114.0,Spanish,India,Sophie Laurent,2016,191.33438461463012,79199612.0,BlockBuster
1565,Last Empire,Horror,2018-11-02,52000000.0,156039414.0,7.0,68,89.0,Hindi,Usa,John Carter,2018,200.07579615384614,104039414.0,BlockBuster
1566,Last Journey,Horror,2016-04-19,200000000.0,776030740.0,8.0,62,125.0,Hindi,France,Sophie Laurent,2016,288.01537,576030740.0,BlockBuster
1567,Legend Of Secrets,Action,2015-01-02,49200000.0,194302741.0,7.1,68,156.0,Spanish,France,Raj Mehra,2015,294.9242703252032,145102741.0,BlockBuster
1568,Legend Of Empire,Action,2015-04-08,69495400.0,43900000.0,7.1,61,123.0,Spanish,Uk,Sophie Laurent,2015,-36.83035136138507,-25595400.0,Flop
1569,Rise Of Night,Comedy,2020-07-04,216162961.0,849400000.0,6.9,48,107.0,Spanish,Australia,Raj Mehra,2020,292.944284289296,633237039.0,BlockBuster
1570,Love In Galaxy,Drama,2020-07-31,168810900.0,254014307.0,7.3,82,97.0,Spanish,Australia,Emily Stone,2020,50.472692817821596,85203407.0,Hit
1571,Return Of Revenge,Horror,2021-06-16,124400000.0,202400000.0,7.0,68,134.0,English,Canada,James Holloway,2021,62.70096463022507,78000000.0,Hit
1572,The Revenge,Horror,2019-10-27,55100000.0,170300000.0,7.0,68,134.0,English,Australia,John Carter,2019,209.07441016333937,115200000.0,BlockBuster
1573,Battle Of Galaxy,Comedy,2020-01-27,109300000.0,217705875.0,9.0,70,135.0,French,Usa,Sophie Laurent,2020,99.18195333943275,108405875.0,Hit
1574,Rise Of Night,Horror,2021-10-03,117274390.0,409000000.0,5.6,68,134.0,French,Canada,Raj Mehra,2021,248.75474517496957,291725610.0,BlockBuster
1575,Love In Night,Comedy,2018-05-19,48145366.0,162763344.0,6.1,70,171.0,English,Australia,Sophie Laurent,2018,238.06647975217388,114617978.0,BlockBuster
1576,Return Of Night,Horror,2015-01-20,246800000.0,401719273.0,6.8,59,134.0,Hindi,India,Alan Smith,2015,62.771180307941655,154919273.0,Hit
1577,Legend Of Dreams,Drama,2020-02-22,166155921.0,163838984.0,7.0,72,86.0,Hindi,India,James Holloway,2020,-1.3944354110618784,-2316937.0,Flop
1578,Return Of Galaxy,Romance,2016-08-14,126400000.0,98100000.0,5.4,94,126.0,Spanish,France,Sophie Laurent,2016,-22.389240506329113,-28300000.0,Flop
1579,Shadow Of Secrets,SciFi,2019-05-26,17372227.0,30538700.0,7.0,58,161.0,English,Usa,James Holloway,2019,75.79035779350569,13166473.0,Hit
1580,Legend Of Warrior,Action,2019-01-11,28357338.0,66149703.0,6.4,70,135.0,English,Uk,John Carter,2019,133.27190655201838,37792365.0,BlockBuster
1581,Return Of Secrets,Action,2020-10-08,62800000.0,65700000.0,4.5,68,97.0,English,Canada,Sophie Laurent,2020,4.617834394904459,2900000.0,Average
1582,Dark Secrets,Comedy,2020-06-27,177600496.0,283420892.0,6.9,41,135.0,French,Usa,Alan Smith,2020,59.58338990224442,105820396.0,Hit
1583,Dark Revenge,Thriller,2023-01-19,44251946.0,58807579.0,7.0,70,134.0,Spanish,Canada,Sophie Laurent,2023,32.892639342911615,14555633.0,Average
1584,Dark Galaxy,Action,2017-08-17,65909213.0,33094143.0,7.1,89,130.0,French,Uk,Alan Smith,2017,-49.78828984045068,-32815070.0,Flop
1585,Return Of Journey,Action,2016-04-29,202000000.0,362754053.0,7.1,98,130.0,French,France,Alan Smith,2016,79.58121435643565,160754053.0,Hit
1586,The Dreams,Action,2022-05-22,195991400.0,475484925.0,7.1,50,130.0,French,Canada,John Carter,2022,142.60499440281563,279493525.0,BlockBuster
1587,The Warrior,Action,2017-04-10,114194028.0,397373964.0,7.1,68,130.0,French,Australia,Alan Smith,2017,247.98138830867757,283179936.0,BlockBuster
1588,Shadow Of Warrior,Comedy,2022-02-09,59894453.0,120300000.0,7.4,95,135.0,Spanish,Uk,Alan Smith,2022,100.8533244305612,60405547.0,BlockBuster
1589,Rise Of Destiny,Comedy,2016-09-15,64235714.0,295629892.0,6.9,70,128.0,Spanish,Canada,Raj Mehra,2016,360.2266770164647,231394178.0,BlockBuster
1590,Return Of Destiny,Comedy,2016-08-09,248702849.0,904300000.0,6.9,70,133.0,English,France,Raj Mehra,2016,263.60661071478114,655597151.0,BlockBuster
1591,Battle Of Kingdom,Comedy,2022-08-29,196557049.0,326400000.0,6.9,97,152.0,English,Usa,John Carter,2022,66.05865913259615,129842951.0,Hit
1592,The Revenge,Drama,2016-01-11,214095982.0,371800000.0,7.0,95,132.0,English,France,Sophie Laurent,2016,73.66042862028117,157704018.0,Hit
1593,Dark Galaxy,Comedy,2020-06-25,80067938.0,153900000.0,6.9,70,135.0,Spanish,France,Raj Mehra,2020,92.21176896050451,73832062.0,Hit
1594,Shadow Of Warrior,Comedy,2021-06-24,83800000.0,263851118.0,6.9,80,125.0,French,Canada,Sophie Laurent,2021,214.8581360381862,180051118.0,BlockBuster
1595,Love In Kingdom,Drama,2016-03-25,157332456.0,375179679.0,7.0,72,134.0,English,Canada,Sophie Laurent,2016,138.46299011565674,217847223.0,BlockBuster
1596,The Secrets,SciFi,2021-07-21,203600000.0,394500000.0,8.8,48,135.0,Hindi,Usa,Sophie Laurent,2021,93.762278978389,190900000.0,Hit
1597,Last Journey,SciFi,2021-03-03,44600000.0,180100000.0,7.0,67,135.0,English,Canada,James Holloway,2021,303.8116591928251,135500000.0,BlockBuster
1598,Battle Of Empire,Comedy,2017-07-31,192398680.0,663700000.0,6.9,93,116.0,French,Australia,Emily Stone,2017,244.96078663325548,471301320.0,BlockBuster
1599,The Secrets,Thriller,2022-11-20,241400000.0,290283593.0,7.0,70,134.0,English,France,Sophie Laurent,2022,20.25003852526926,48883593.0,Average
1600,Shadow Of Kingdom,SciFi,2017-01-04,114252195.0,381103137.0,9.4,41,135.0,Spanish,Uk,Sophie Laurent,2017,233.56307684066815,266850942.0,BlockBuster
1601,Legend Of Galaxy,Comedy,2017-05-20,109071956.0,455591433.0,6.9,70,148.0,English,France,John Carter,2017,317.69804971683095,346519477.0,BlockBuster
1602,Last Secrets,Comedy,2019-11-17,233659044.0,469700000.0,6.9,76,99.0,English,Uk,Raj Mehra,2019,101.01939645015409,236040956.0,BlockBuster
1603,Rise Of Secrets,Comedy,2019-03-13,104211376.0,410195765.0,6.9,70,135.0,Hindi,Canada,Emily Stone,2019,293.61898935102823,305984389.0,BlockBuster
1604,The Kingdom,Action,2017-06-06,190500000.0,862000000.0,7.7,58,119.0,English,Uk,Alan Smith,2017,352.49343832021,671500000.0,BlockBuster
1605,Dark Destiny,Romance,2017-05-24,108337471.0,489827472.0,7.1,69,137.0,Hindi,Uk,Raj Mehra,2017,352.13116706407146,381490001.0,BlockBuster
